연도,도시,지역,국가,모양,지속초,시간대
2013,Lebanon,OH,US,other,60,night
2013,Anderson,SC,US,other,60,night
2013,Norwalk,CT,US,other,1800,astronomical dusk
2013,North Tonawanda,NY,US,other,120,nautical dusk
2013,Austin,TX,US,other,6,night
2013,Rock Springs,WY,US,other,1200,astronomical dusk
2013,Simpsonville,SC,US,other,7,night
2013,Waukegan,IL,US,other,90,nautical dusk
2012,Cameron,TX,US,other,600,night
2012,Columbia,SC,US,other,240,astronomical dusk
2012,Tarpon Springs,FL,US,other,1,astronomical dusk
2012,Webster,NY,US,other,3,night
2012,Medford,MA,US,other,420,night
2012,Coral Springs,FL,US,other,600,astronomical dusk
2012,Beachwood,OH,US,other,120,nautical dusk
2012,Exeter,PA,US,other,900,astronomical dusk
2012,Crawfordville,FL,US,other,120,night
2012,Cotulla,TX,US,other,5,astronomical dusk
2012,New York City,NY,US,other,5,night
2012,Chicago,IL,US,other,7,nautical dusk
2012,longboat Key,FL,US,other,600,night
2012,Montreal,QC,CA,other,120,astronomical dusk
2012,Milton,VT,US,other,60,afternoon
2012,Caterham,ENG,GB,other,9,night
2011,San Diego,CA,US,other,120,night
2011,Brandon,FL,US,other,5,night
2011,Jermyn,PA,US,other,240,night
2011,Murray,KY,US,other,30,night
2011,Las Vegas,NV,US,other,180,afternoon
2011,Wailuku,HI,US,other,60,night
2011,Kamloops,BC,CA,other,600,night
2011,Manchester,MO,US,other,600,civil dusk
2011,Auburn,WA,US,other,30,NA
2011,Lake Havasu City,AZ,US,other,60,astronomical dusk
2011,Jacksonville,FL,US,other,300,nautical dusk
2011,Brewster,MA,US,other,60,astronomical dusk
2010,Newark,NJ,US,other,15,morning
2010,Buckeye,AZ,US,other,15,civil dusk
2010,Mesa,AZ,US,other,2,afternoon
2010,Sioux City,IA,US,other,8,night
2010,North Webster,IN,US,other,120,night
2010,Des Plaines,IL,US,other,1200,morning
2010,Seattle,WA,US,other,1500,civil dusk
2010,Wright City,MO,US,other,120,nautical dusk
2010,Watertown,NY,US,other,300,astronomical dusk
2010,Wenatchee,WA,US,other,86400,astronomical dawn
2010,Somers,CT,US,other,600,afternoon
2010,Canyon Lake,TX,US,other,2,morning
2010,Lakewood,NJ,US,other,300,night
2009,Wellsboro,PA,US,other,600,nautical dusk
2009,Wichita,KS,US,other,20,morning
2009,Littleton,CO,US,other,10,night
2009,Wichita,KS,US,other,21600,astronomical dusk
2009,Springdale,PA,US,other,420,afternoon
2009,Milwaukee,WI,US,other,300,nautical dusk
2009,Phoenix,AZ,US,other,600,morning
2009,Bideford,ENG,GB,other,5,astronomical dusk
2009,Riverton,UT,US,other,86400,night
2009,Islamorada,FL,US,other,5,morning
2009,West Chester,PA,US,other,300,astronomical dusk
2008,Fort Fairfield,ME,US,other,15,night
2008,Springfield,MO,US,other,25,night
2008,Ballston Lake,NY,US,other,30,afternoon
2008,Brentwood,MO,US,other,70,night
2008,Langhorne,PA,US,other,6,astronomical dusk
2008,Southbury,CT,US,other,480,morning
2008,Lexington,TN,US,other,1800,afternoon
2008,Peoria,IL,US,other,360,civil dusk
2008,Hartford,CT,US,other,180,afternoon
2008,Winters,TX,US,other,30,night
2008,Florence,TX,US,other,3,night
2008,Oxford,CT,US,other,30,morning
2008,Santa Barbara,CA,US,other,480,morning
2007,Richmond,VA,US,other,1200,night
2007,Bunnell,FL,US,other,120,night
2007,Deer Park,NY,US,other,240,night
2007,Mesquite,TX,US,other,60,afternoon
2007,Las Vegas,NV,US,other,15,night
2007,Belmont,MA,US,other,180,afternoon
2007,Montreal,QC,CA,other,1,NA
2007,Kansas City,MO,US,other,2700,civil dusk
2007,Casa Grande,AZ,US,other,45,night
2007,Elkhart,IN,US,other,30,night
2007,Pasadena,CA,US,other,5,morning
2006,Newmarket,ENG,GB,other,30,nautical dusk
2006,Pittsburgh,PA,US,other,10,night
2006,Shoreline,WA,US,other,1200,night
2006,Cedar Lake,IN,US,other,10,night
2006,Whitehall,NY,US,other,900,night
2006,Mill Valley,CA,US,other,180,night
2006,Hoover,AL,US,other,240,morning
2006,Laughlin,NV,US,other,120,afternoon
2006,Phoenix,AZ,US,other,1800,afternoon
2005,Burlington,ON,CA,other,660,night
2005,Seattle,WA,US,other,3,night
2005,Las Vegas,NV,US,other,60,astronomical dawn
2005,Seattle,WA,US,other,120,morning
2005,Tucson,AZ,US,other,1200,night
2005,West Chester,PA,US,other,20,astronomical dusk
2005,Eugene,OR,US,other,180,afternoon
2005,Mullan,ID,US,other,60,NA
2005,Chicago,IL,US,other,15,civil dawn
2005,Deer Isle,ME,US,other,2700,night
2005,Johnson City,TN,US,other,0,night
2005,Boston,MA,US,other,300,afternoon
2005,Elizabeth City,NC,US,other,120,night
2004,Palm Desert,CA,US,other,600,civil dusk
2004,Tinley Park,IL,US,other,43200,night
2004,Golden,CO,US,other,21600,morning
2004,Beaver,WV,US,other,2700,astronomical dusk
2004,Grand Marais,MN,US,other,1800,astronomical dusk
2004,Lincoln,NE,US,other,180,astronomical dusk
2004,Norwalk,CT,US,other,300,morning
2004,Loganville,GA,US,other,1500,night
2004,Wabash,IN,US,other,45,astronomical dusk
2004,New Westminster,BC,CA,other,2,night
2004,Martinsburg,WV,US,other,30,civil dusk
2004,Lehigh Acres,FL,US,other,120,night
2003,Indianapolis,IN,US,other,360,night
2003,Timmonsville,SC,US,other,240,civil dusk
2003,Nashville,TN,US,other,20,night
2003,Rohnert Park,CA,US,other,90,astronomical dusk
2003,Tonawanda,NY,US,other,1,night
2003,Denver,CO,US,other,1200,night
2003,McClellanville,SC,US,other,180,afternoon
2003,Fridley,MN,US,other,2700,night
2003,Bayonne,NJ,US,other,60,morning
2003,Tampa,FL,US,other,20,morning
2003,Santa Rosa,CA,US,other,40,astronomical dusk
2003,Windham,NH,US,other,30,astronomical dawn
2002,St. Louis,MO,US,other,1,afternoon
2002,Oud-Heverlee,Flanders,BE,other,1,nautical dawn
2002,Boynton Beach,FL,US,other,8,night
2002,Mesa,AZ,US,other,120,afternoon
2002,Canton,MI,US,other,600,afternoon
2002,Arlington,WA,US,other,1200,afternoon
2002,Salt Lake City,UT,US,other,4,night
2002,Rotorua,Bay of Plenty,NZ,other,1200,astronomical dusk
2002,El Reno,OK,US,other,3300,night
2002,North Pole,AK,US,other,30,night
2001,Lowestoft,ENG,GB,other,300,night
2001,Columbia,MO,US,other,10,astronomical dusk
2001,Tempe,AZ,US,other,60,night
2001,Goodyear,AZ,US,other,1200,afternoon
2001,Lexington,KY,US,other,1800,afternoon
2001,Santa Rosa,CA,US,other,240,night
2001,Bengaluru,Karnataka,IN,other,5,night
2001,Sedona,AZ,US,other,10,civil dusk
2001,Ventura,CA,US,other,300,astronomical dusk
2000,Whaley Bridge,ENG,GB,other,120,night
2000,Bellevue,WA,US,other,300,afternoon
2000,Las Vegas,NV,US,other,240,night
2000,Chicago,IL,US,other,300,afternoon
2000,Maybrook,NY,US,other,60,night
2000,Bennington,VT,US,other,300,afternoon
2000,Ladson,SC,US,other,600,astronomical dusk
2000,Great Yarmouth,ENG,GB,other,86400,night
2000,Las Vegas,NV,US,other,10,night
1999,Baton Rouge,LA,US,other,12,night
1999,Flagstaff,AZ,US,other,120,night
1999,Tracy,CA,US,other,20,nautical dusk
1999,Boonville,MO,US,other,900,civil dusk
1999,Haworth,ENG,GB,other,20,NA
1999,Shrewsbury,MA,US,other,180,morning
1999,Lake Elsinore,CA,US,other,60,afternoon
1999,Weyers Cave,VA,US,other,120,afternoon
1998,Dunkirk,MD,US,other,60,nautical dusk
1998,London,ENG,GB,other,7200,night
1998,Cottonwood,AZ,US,other,300,astronomical dusk
1998,Beavercreek,OH,US,other,300,morning
1998,Colorado Springs,CO,US,other,900,night
1997,Northampton,MA,US,other,10,night
1997,Austin,MN,US,other,86400,night
1997,Salt Lake City,UT,US,other,600,afternoon
1997,Winnsboro,LA,US,other,600,night
1997,Salt Lake City,UT,US,other,40,astronomical dawn
1996,Stockton,CA,US,other,240,night
1996,Van Nuys,CA,US,other,120,morning
1995,Moriches,NY,US,other,120,night
1995,Seymour,IN,US,other,120,civil dusk
1995,Elbridge,NY,US,other,240,nautical dawn
1994,Sawgrass,FL,US,other,360,astronomical dusk
1993,Anderson,CA,US,other,5,night
1992,Bowling Green,KY,US,other,1200,night
1991,Gainesville,FL,US,other,180,afternoon
1990,White Lake,NC,US,other,40,afternoon
1990,Boston,MA,US,other,5,afternoon
1989,Kenosha,WI,US,other,600,astronomical dusk
1987,Richton,MS,US,other,420,night
1986,Tyler,TX,US,other,10,civil dusk
1985,Griffith,IN,US,other,120,civil dusk
1984,Sao Paulo,Sao Paulo,BR,other,86400,night
1983,Overbrook,KS,US,other,15,night
1981,Chula Vista,CA,US,other,300,afternoon
1979,Lansing,MI,US,other,15,afternoon
1978,Amherst,NS,CA,other,120,afternoon
1977,Fairfield,CT,US,other,30,afternoon
1976,Prince George,BC,CA,other,5,astronomical dusk
1974,Minot,ND,US,other,1800,NA
1972,Chicago,IL,US,other,600,afternoon
1969,Islip,NY,US,other,1200,morning
1967,Lantana,FL,US,other,180,night
1966,Lexington,KY,US,other,86400,afternoon
1960,Long Beach,CA,US,other,5,night
1954,Hawthorne,CA,US,other,300,night
2023,Sharpsville,IN,US,oval,86400,night
2023,Fort Pierce,FL,US,oval,120,morning
2022,Austin,TX,US,oval,900,nautical dusk
2022,West Hills,CA,US,oval,7,night
2022,Destin,FL,US,oval,5,morning
2022,Durango,CO,US,oval,5,morning
2022,Yuma,AZ,US,oval,300,night
2021,Corpus Christi,TX,US,oval,50,night
2021,Lexington,VA,US,oval,300,civil dawn
