연도,도시,지역,국가,모양,지속초,시간대
2008,Sioux Falls,SD,US,disk,900,night
2008,San Ramon,CA,US,disk,300,civil dusk
2008,North Port,FL,US,disk,30,night
2008,Trumbull,CT,US,disk,1200,astronomical dusk
2008,Glendale,AZ,US,disk,900,afternoon
2008,Bethel,ME,US,disk,1800,night
2008,Taft,CA,US,disk,2700,night
2007,Chicago,IL,US,disk,180,afternoon
2007,Blue Springs,MO,US,disk,5,morning
2007,Naples,FL,US,disk,5,astronomical dawn
2007,Whitefield,NH,US,disk,600,night
2007,Clearwater,FL,US,disk,240,astronomical dusk
2007,Birmingham,ENG,GB,disk,180,NA
2007,Kirkland,WA,US,disk,180,afternoon
2007,Sarasota,FL,US,disk,15,night
2007,Burbank,CA,US,disk,4,nautical dusk
2006,Yuma,AZ,US,disk,86400,afternoon
2006,Odessa,TX,US,disk,10,night
2006,Dufur,OR,US,disk,120,night
2006,Texas City,TX,US,disk,1800,night
2006,Brisbane,Queensland,AU,disk,120,night
2006,Willow Springs,IL,US,disk,120,afternoon
2006,Abbotsford,BC,CA,disk,600,civil dawn
2006,Caracas,Distrito Federal,VE,disk,35,morning
2006,Littleton,CO,US,disk,10,afternoon
2005,Scottsdale,AZ,US,disk,900,afternoon
2005,West Chester,PA,US,disk,5,night
2005,Laconia,NH,US,disk,35,afternoon
2005,Blackfoot,ID,US,disk,600,night
2005,Conneautville,PA,US,disk,900,night
2005,Fort Myers,FL,US,disk,1200,morning
2005,Laconia,NH,US,disk,10,afternoon
2005,Miami,FL,US,disk,1800,night
2005,Boston,MA,US,disk,1,night
2004,Thousand Oaks,CA,US,disk,1500,night
2004,Fairfield,PA,US,disk,900,night
2004,Angola,IN,US,disk,3,afternoon
2004,Ludington,MI,US,disk,300,night
2004,Loveland,CO,US,disk,1800,night
2004,Topeka,KS,US,disk,180,afternoon
2004,Gila Bend,AZ,US,disk,3600,night
2004,Oakley,UT,US,disk,10,afternoon
2004,League City,TX,US,disk,300,morning
2004,Mexico City,Mexico City,MX,disk,300,night
2004,Las Vegas,NV,US,disk,180,morning
2003,Milton,ON,CA,disk,180,nautical dawn
2003,Vancouver,BC,CA,disk,900,night
2003,Burien,WA,US,disk,10,afternoon
2003,Fort Worth,TX,US,disk,2,afternoon
2003,New Westminster,BC,CA,disk,300,afternoon
2003,Leola,PA,US,disk,45,afternoon
2003,Shady Point,OK,US,disk,900,night
2003,Fremont,CA,US,disk,30,afternoon
2003,Portageville,MO,US,disk,300,afternoon
2003,San Diego,CA,US,disk,900,civil dawn
2002,Rehoboth Beach,DE,US,disk,1800,night
2002,Kotzebue,AK,US,disk,10,night
2002,Nassau,New Providence,BS,disk,180,morning
2002,Pontefract,ENG,GB,disk,40,civil dusk
2002,Deer Lodge,MT,US,disk,20,nautical dusk
2002,Marion,OH,US,disk,120,morning
2002,Dayton,OH,US,disk,300,morning
2002,Wooster,OH,US,disk,600,night
2001,Tucson,AZ,US,disk,2700,night
2001,Durban,KwaZulu-Natal,ZA,disk,3,night
2001,Vallejo,CA,US,disk,21600,night
2001,Mammoth Lakes,CA,US,disk,300,night
2001,Chandler,AZ,US,disk,2,night
2001,Greensburg,PA,US,disk,18000,nautical dusk
2001,Morgantown,WV,US,disk,120,night
2001,Salem,NH,US,disk,600,afternoon
2000,Raleigh,NC,US,disk,420,nautical dawn
2000,Strawberry,AZ,US,disk,900,astronomical dusk
2000,Madisonville,KY,US,disk,1800,night
2000,London,ENG,GB,disk,5,morning
2000,Chattanooga,TN,US,disk,360,afternoon
2000,Jellico,TN,US,disk,10,afternoon
2000,Fontana,CA,US,disk,300,astronomical dusk
1999,Cleveland,GA,US,disk,10,nautical dusk
1999,Las Vegas,NV,US,disk,240,night
1999,Long Valley,NJ,US,disk,1800,morning
1999,Orchard Park,NY,US,disk,60,astronomical dawn
1999,East Liverpool,OH,US,disk,60,night
1999,Wichita,KS,US,disk,300,morning
1998,Columbus,OH,US,disk,300,civil dusk
1998,Rosemead,CA,US,disk,60,night
1998,Bristol,VA,US,disk,240,afternoon
1998,Richmond,CA,US,disk,600,civil dusk
1997,Pittsburgh,PA,US,disk,180,morning
1997,Middletown,CT,US,disk,30,astronomical dawn
1997,Akron,OH,US,disk,7200,afternoon
1997,Tacoma,WA,US,disk,120,nautical dusk
1996,Romford,ENG,GB,disk,300,afternoon
1996,Lumpkin,GA,US,disk,240,night
1995,Niles,OH,US,disk,15,night
1995,Mesa,AZ,US,disk,300,NA
1994,Elizabeth,NJ,US,disk,180,civil dusk
1994,Indiana,PA,US,disk,10,night
1993,Melbourne,Victoria,AU,disk,480,afternoon
1992,Tampa,FL,US,disk,600,afternoon
1991,Flint,MI,US,disk,120,night
1990,Salt Lake City,UT,US,disk,1800,astronomical dawn
1989,Oak Ridge,TN,US,disk,1800,astronomical dusk
1988,Union,SC,US,disk,600,afternoon
1987,Springfield,MO,US,disk,180,afternoon
1986,Lake Elsinore,CA,US,disk,300,morning
1985,North Bay,ON,CA,disk,1200,night
1984,Albuquerque,NM,US,disk,2700,nautical dusk
1983,Allentown,PA,US,disk,2100,civil dusk
1983,West Palm Beach,FL,US,disk,180,night
1982,Agawam,MA,US,disk,120,afternoon
1981,Reading,ENG,GB,disk,60,NA
1980,Hansville,WA,US,disk,1200,civil dusk
1980,Temple Terrace,FL,US,disk,180,morning
1979,Lomita,CA,US,disk,1200,afternoon
1979,Manteca,CA,US,disk,3,afternoon
1978,San Diego,CA,US,disk,600,morning
1978,Spokane,WA,US,disk,120,astronomical dusk
1978,Mancelona,MI,US,disk,1200,civil dusk
1978,Grand Rapids,MI,US,disk,300,night
1977,Grand Rapids,MI,US,disk,300,afternoon
1977,Asheville,NC,US,disk,15,afternoon
1976,Seymour,CT,US,disk,900,night
1976,Fort Lauderdale,FL,US,disk,480,nautical dusk
1976,Long Beach,NY,US,disk,900,nautical dusk
1975,Hollywood,CA,US,disk,60,night
1975,Beverly,MA,US,disk,120,afternoon
1975,Kenmore,NY,US,disk,2700,afternoon
1974,Tegucigalpa,Francisco Morazan Department,HN,disk,15,night
1974,Hagerstown,MD,US,disk,120,afternoon
1974,Smyrna,GA,US,disk,120,civil dusk
1973,Federalsburg,MD,US,disk,300,afternoon
1973,Fayetteville,NC,US,disk,180,night
1973,Gaithersburg,MD,US,disk,240,morning
1972,Millerton,NY,US,disk,900,night
1971,Kitchener,ON,CA,disk,2700,night
1971,Osceola,IA,US,disk,960,astronomical dusk
1970,Hazard,KY,US,disk,1200,nautical dusk
1969,Buford,GA,US,disk,20,night
1969,Lawrenceburg,KY,US,disk,300,civil dusk
1968,Martinez,GA,US,disk,1500,night
1968,Minot,ND,US,disk,1800,NA
1967,Hampstead,NC,US,disk,300,night
1967,Kent,WA,US,disk,480,night
1966,San Jose,CA,US,disk,300,afternoon
1966,Chicago,IL,US,disk,300,NA
1965,Virginia Beach,VA,US,disk,4,night
1964,Glen Allen,VA,US,disk,30,night
1963,Riverside,OH,US,disk,300,nautical dusk
1962,Savannah,GA,US,disk,900,NA
1961,Orlando,FL,US,disk,300,afternoon
1959,Phoenix,AZ,US,disk,30,astronomical dusk
1957,Ticonderoga,NY,US,disk,15,afternoon
1955,Covina,CA,US,disk,600,astronomical dusk
1953,Mauriceville,TX,US,disk,300,afternoon
1951,Aarau,Aargau,CH,disk,600,afternoon
1950,Mexicali,Baja California,MX,disk,60,afternoon
1941,Ludington,MI,US,disk,30,afternoon
2022,Sammamish,WA,US,egg,5,astronomical dusk
2021,North Hollywood,CA,US,egg,180,afternoon
2020,Marina Del Rey,CA,US,egg,600,afternoon
2019,Lakewood,NJ,US,egg,5,afternoon
2019,Saint Paul,MN,US,egg,60,night
2018,Shelburne,VT,US,egg,120,morning
2017,Boise,ID,US,egg,45,night
2017,Leadville,CO,US,egg,15,night
2016,Holden,MA,US,egg,10,night
2015,Monmouth,OR,US,egg,10,afternoon
2015,Cannock,ENG,GB,egg,180,NA
2014,Whitewright,TX,US,egg,30,civil dusk
2014,Sylva,NC,US,egg,15,afternoon
2013,South Weber,UT,US,egg,3,night
2013,Surprise,AZ,US,egg,1,astronomical dawn
2012,Shrub Oak,NY,US,egg,120,nautical dusk
2012,Dallas,TX,US,egg,86400,afternoon
2011,Hammond,IN,US,egg,300,night
2011,Calumet,OK,US,egg,86400,night
2010,Sonoma,CA,US,egg,1800,afternoon
2009,Buda,TX,US,egg,180,afternoon
2008,Ronkonkoma,NY,US,egg,5400,nautical dusk
2008,Tokyo,Tokyo,JP,egg,1200,NA
2007,Fresno,CA,US,egg,180,night
2006,Pahoa,HI,US,egg,2,night
2006,Ogden,UT,US,egg,600,afternoon
2005,Los Angeles,CA,US,egg,10,afternoon
2004,Lewisville,TX,US,egg,86400,nautical dusk
2004,Phoenix,AZ,US,egg,60,night
2003,Portage,MI,US,egg,86400,night
2003,Oakland,CA,US,egg,300,afternoon
2003,Los Angeles,CA,US,egg,30,night
2002,Monroe,NY,US,egg,300,night
2002,Lake Wales,FL,US,egg,900,night
2001,Countryside,IL,US,egg,5,night
2000,Sherwood Park,AB,CA,egg,45,morning
2000,Tonawanda,NY,US,egg,60,nautical dawn
1999,Toronto,ON,CA,egg,240,afternoon
1998,Portsmouth,RI,US,egg,2,afternoon
1997,Long Beach,NY,US,egg,300,NA
1993,Lake Stevens,WA,US,egg,45,night
1985,Kaunakakai,HI,US,egg,180,afternoon
1970,Kirkby,ENG,GB,egg,120,night
2023,Newport,WA,US,fireball,20,astronomical dusk
2023,Media,PA,US,fireball,120,afternoon
2022,Colchester,ENG,GB,fireball,4,night
2022,Maricopa,AZ,US,fireball,5400,nautical dusk
2022,Daytona beach shores,FL,US,fireball,5,night
2021,Coral Springs,FL,US,fireball,60,night
2021,Lancaster,CA,US,fireball,28,nautical dusk
2021,Milton,VT,US,fireball,60,nautical dusk
2021,Dublin,PA,US,fireball,120,nautical dusk
2021,Staten Island,NY,US,fireball,40,night
2020,Flowery Branch,GA,US,fireball,180,morning
2020,Elizabethton,TN,US,fireball,600,civil dusk
2020,Wolcott,CT,US,fireball,180,astronomical dusk
2020,Albuquerque,NM,US,fireball,10,civil dusk
2020,Lewisburg,WV,US,fireball,60,nautical dusk
2020,Seabrook,TX,US,fireball,900,night
2020,Los Angeles,CA,US,fireball,240,nautical dusk
2020,Golden,CO,US,fireball,3,night
2020,Bay City,TX,US,fireball,120,night
2019,West Palm Beach,FL,US,fireball,120,night
2019,Waynesboro,MS,US,fireball,20,night
2019,Yakima,WA,US,fireball,180,night
2019,Rock Hill,SC,US,fireball,300,nautical dusk
2019,Waverly,IA,US,fireball,20,night
2019,Roscommon,MI,US,fireball,1200,nautical dusk
2019,Des Moines,IA,US,fireball,60,night
2019,Blacksburg,VA,US,fireball,30,civil dusk
2019,Sevierville,TN,US,fireball,14,morning
2019,Tamarac,FL,US,fireball,180,night
2018,Anacortes,WA,US,fireball,2,night
2018,Soldotna,AK,US,fireball,180,astronomical dusk
2018,Fairfield,CA,US,fireball,1800,astronomical dusk
2018,Springfield,IL,US,fireball,60,nautical dusk
2018,Biloxi,MS,US,fireball,10,civil dusk
2018,Romeo,MI,US,fireball,180,night
2018,Stanwood,WA,US,fireball,1500,night
2017,Richfield,UT,US,fireball,120,night
2017,Edenton,NC,US,fireball,600,afternoon
2017,Moses Lake,WA,US,fireball,3,afternoon
2017,New York City,NY,US,fireball,300,night
2017,Ocean City,MD,US,fireball,120,astronomical dusk
2017,Occoquan,VA,US,fireball,120,civil dusk
2017,Ephrata,PA,US,fireball,300,civil dusk
2017,Carlsbad,CA,US,fireball,30,night
2017,Olympia,WA,US,fireball,10,night
2017,Chandler,AZ,US,fireball,900,night
2017,Oak Lawn,IL,US,fireball,7,night
2017,Sutherlin,OR,US,fireball,300,night
2016,Sun City West,AZ,US,fireball,300,night
2016,Monroeville,PA,US,fireball,300,astronomical dusk
2016,Alpharetta,GA,US,fireball,600,night
2016,Belchertown,MA,US,fireball,240,night
2016,Baltimore,MD,US,fireball,240,civil dusk
2016,Portland,OR,US,fireball,3,night
2016,Gaylord,MI,US,fireball,60,astronomical dusk
2016,Saint George,UT,US,fireball,300,night
2016,Dublin,CA,US,fireball,60,astronomical dusk
2016,Ocean City,MD,US,fireball,300,astronomical dusk
2016,Downers Grove,IL,US,fireball,180,astronomical dusk
2016,Occoquan,VA,US,fireball,300,astronomical dusk
2016,Pataskala,OH,US,fireball,1200,nautical dusk
2016,Pomona,NY,US,fireball,1200,night
2016,Duncan,BC,CA,fireball,900,night
2016,Port Saint Lucie,FL,US,fireball,300,nautical dusk
2016,Lebanon,MO,US,fireball,5400,astronomical dusk
2016,Austin,TX,US,fireball,60,night
2016,Millville,NJ,US,fireball,3,night
2016,Menifee,CA,US,fireball,600,night
2015,Boulder City,NV,US,fireball,30,night
2015,Santa Fe,NM,US,fireball,3,morning
2015,Dunes City,OR,US,fireball,3,night
2015,Portage La Prairie,MB,CA,fireball,120,night
2015,Peru,IL,US,fireball,4,night
2015,McDonough,GA,US,fireball,5,night
2015,Nicholasville,KY,US,fireball,5,afternoon
2015,Dettighofen,Baden-Wurttemberg,DE,fireball,15,night
2015,Tempe,AZ,US,fireball,1800,night
2015,Hanover,PA,US,fireball,60,nautical dusk
2015,Carriere,MS,US,fireball,45,nautical dusk
2015,Nipomo,CA,US,fireball,45,night
2015,Mount Morris,IL,US,fireball,300,astronomical dusk
2015,Panama City,FL,US,fireball,5,night
2015,Narragansett,RI,US,fireball,600,astronomical dusk
2015,Johnston,RI,US,fireball,1200,astronomical dusk
2015,Oswego,IL,US,fireball,120,astronomical dusk
2015,Bakersfield,CA,US,fireball,300,civil dusk
2015,Chatham,VA,US,fireball,180,astronomical dusk
2015,New Berlin,WI,US,fireball,120,astronomical dusk
2015,Jonesboro,IL,US,fireball,20,night
2015,Eagle River,AK,US,fireball,3,nautical dawn
2015,Peoria,AZ,US,fireball,600,night
2015,Marietta,GA,US,fireball,300,night
2015,Spring,TX,US,fireball,600,night
2015,Nashville,TN,US,fireball,300,night
2015,Longwood,FL,US,fireball,600,night
2014,San Luis Obispo,CA,US,fireball,4,night
2014,Columbia,SC,US,fireball,180,afternoon
2014,Front Royal,VA,US,fireball,60,night
2014,Philadelphia,PA,US,fireball,300,afternoon
2014,Sacaton,AZ,US,fireball,3,night
2014,Gila Bend,AZ,US,fireball,1,night
2014,Myrtle Beach,SC,US,fireball,1200,night
2014,Santa Fe,NM,US,fireball,10,night
2014,Ferris,TX,US,fireball,300,morning
2014,Providence,RI,US,fireball,300,night
2014,Chandler,AZ,US,fireball,1800,night
2014,Pittsburgh,PA,US,fireball,60,astronomical dusk
2014,Mukwonago,WI,US,fireball,300,nautical dusk
2014,New York City,NY,US,fireball,60,night
2014,Easton,PA,US,fireball,600,afternoon
2014,Ocean City,NJ,US,fireball,900,night
2014,Carlsbad,CA,US,fireball,86400,night
2014,Greenwich,CT,US,fireball,4,civil dawn
2014,Fulton,NY,US,fireball,600,astronomical dusk
2014,State College,PA,US,fireball,900,night
2014,Roscommon,MI,US,fireball,600,night
2014,Pottstown,PA,US,fireball,60,astronomical dusk
2014,Chicago,IL,US,fireball,900,night
2014,Wellsboro,PA,US,fireball,900,nautical dusk
2014,Berlin,NH,US,fireball,90,morning
2014,Garden City,SC,US,fireball,1800,night
2014,Rainbow City,AL,US,fireball,120,nautical dusk
2014,Lansdale,PA,US,fireball,240,civil dusk
2014,North Liberty,IA,US,fireball,60,night
2014,Huntingdon,PA,US,fireball,600,nautical dusk
2014,Buford,GA,US,fireball,30,astronomical dusk
2014,Irving,TX,US,fireball,2,night
2014,North Ridgeville,OH,US,fireball,120,nautical dusk
2014,Fresno,CA,US,fireball,300,night
2014,Gila Bend,AZ,US,fireball,2700,civil dusk
2014,Saco,ME,US,fireball,30,morning
2014,Wabash,IN,US,fireball,300,nautical dusk
2014,Bellevue,ID,US,fireball,900,night
2014,Lynnwood,WA,US,fireball,3,night
2014,Palatka,FL,US,fireball,420,nautical dusk
2014,Woodridge,IL,US,fireball,240,night
2014,Tigard,OR,US,fireball,86400,night
2013,Grangeville,ID,US,fireball,30,night
2013,Alexandria,VA,US,fireball,600,afternoon
2013,Satellite Beach,FL,US,fireball,900,astronomical dusk
2013,Milwaukie,OR,US,fireball,90,night
2013,Coral Springs,FL,US,fireball,300,night
2013,Pratt,KS,US,fireball,3,night
2013,Coeur d'Alene,ID,US,fireball,900,night
2013,Fordyce,AR,US,fireball,600,night
2013,Katy,TX,US,fireball,180,astronomical dusk
2013,Boise,ID,US,fireball,5,night
2013,Eugene,OR,US,fireball,300,night
2013,Nashua,NH,US,fireball,120,night
2013,Turners Falls,MA,US,fireball,30,astronomical dusk
2013,Medina,OH,US,fireball,600,astronomical dusk
2013,Grosse Ile,MI,US,fireball,180,night
2013,Derby,KS,US,fireball,120,night
2013,Beavercreek,OH,US,fireball,1800,astronomical dusk
2013,New York City,NY,US,fireball,1200,astronomical dusk
2013,Kure Beach,NC,US,fireball,3,night
2013,Allentown,PA,US,fireball,300,astronomical dusk
2013,Guatemala City,Guatemala,GT,fireball,240,night
2013,Hoffman Estates,IL,US,fireball,120,night
2013,Prague,Prague,CZ,fireball,30,astronomical dusk
2013,St. Catharines,ON,CA,fireball,45,morning
2013,Lake Dallas,TX,US,fireball,120,nautical dusk
2013,New York City,NY,US,fireball,40,astronomical dusk
2013,Belgrade,MT,US,fireball,300,NA
2013,Naples,FL,US,fireball,180,nautical dusk
2013,Springfield,OH,US,fireball,600,nautical dusk
2013,Citrus Heights,CA,US,fireball,900,astronomical dusk
2013,Las Vegas,NV,US,fireball,60,civil dusk
2013,Brantford,ON,CA,fireball,120,night
2013,Northport,NY,US,fireball,60,night
2013,Portsmouth,VA,US,fireball,180,afternoon
2013,Hamburg,PA,US,fireball,300,astronomical dusk
2013,Greenwood,IN,US,fireball,1800,nautical dusk
2013,Plano,IL,US,fireball,180,nautical dusk
2013,Slidell,LA,US,fireball,1800,night
2013,Dayton,NJ,US,fireball,4,night
2013,Portland,OR,US,fireball,120,night
2013,Buffalo,NY,US,fireball,120,morning
2013,Myrtle Beach,SC,US,fireball,7,night
2013,Rock Hill,SC,US,fireball,900,civil dusk
2013,West Sacramento,CA,US,fireball,1800,night
2012,Sarasota,FL,US,fireball,10,night
2012,Pico Rivera,CA,US,fireball,60,night
2012,Homer,AK,US,fireball,300,night
2012,San Francisco,CA,US,fireball,180,night
2012,Norfolk,VA,US,fireball,300,night
2012,Avon Lake,OH,US,fireball,420,astronomical dusk
2012,Rochester,NH,US,fireball,900,night
2012,Orlando,FL,US,fireball,600,afternoon
2012,North Platte,NE,US,fireball,30,night
2012,Commerce City,CO,US,fireball,30,night
2012,Hampton,NH,US,fireball,180,nautical dusk
2012,Avon,NC,US,fireball,6,night
2012,Hinsdale,IL,US,fireball,180,nautical dusk
2012,San Jose,CA,US,fireball,180,astronomical dusk
2012,Oakville,CT,US,fireball,180,night
2012,Niagara Falls,NY,US,fireball,300,nautical dusk
2012,London,ON,CA,fireball,300,astronomical dusk
2012,Columbus,OH,US,fireball,60,night
2012,Issaquah,WA,US,fireball,600,night
2012,Lapeer,MI,US,fireball,600,night
2012,Keansburg,NJ,US,fireball,180,night
2012,Lodi,CA,US,fireball,300,nautical dusk
2012,Lyndhurst,NJ,US,fireball,28,night
2012,Stoughton,WI,US,fireball,300,astronomical dusk
2012,Colorado Springs,CO,US,fireball,60,astronomical dusk
2012,Browning,MT,US,fireball,5,night
2012,Chesterton,IN,US,fireball,120,night
2012,Chandler,AZ,US,fireball,300,night
2012,Allyn,WA,US,fireball,180,NA
2012,Pottstown,PA,US,fireball,300,nautical dusk
2012,Derby,CT,US,fireball,180,night
2012,Lakeside,CA,US,fireball,300,astronomical dusk
2012,Johnstown,OH,US,fireball,210,night
2012,Davenport,IA,US,fireball,90,night
2012,Seattle,WA,US,fireball,42,NA
2012,Baldwin Park,CA,US,fireball,240,astronomical dusk
2012,Bartlett,IL,US,fireball,45,nautical dusk
2012,San Jose,CA,US,fireball,600,astronomical dusk
2012,Plainview,NY,US,fireball,120,night
2012,Bemidji,MN,US,fireball,900,night
2012,Burien,WA,US,fireball,120,astronomical dusk
2012,Reno,NV,US,fireball,5,nautical dusk
2012,Los Angeles,CA,US,fireball,300,night
2012,Fullerton,CA,US,fireball,300,night
2012,North Myrtle Beach,SC,US,fireball,240,night
2012,Pelion,SC,US,fireball,300,nautical dusk
2011,Morongo Valley,CA,US,fireball,1,night
2011,Shelton,CT,US,fireball,4,night
2011,Whitehall,OH,US,fireball,30,night
2011,St. Petersburg,FL,US,fireball,5,night
2011,Turner,ME,US,fireball,90,night
2011,New Bedford,MA,US,fireball,600,night
2011,Wyandotte,MI,US,fireball,300,astronomical dusk
2011,Santa Barbara,CA,US,fireball,90,nautical dusk
2011,Atlantic Beach,FL,US,fireball,300,night
2011,Baraboo,WI,US,fireball,180,night
2011,Miramichi,NB,CA,fireball,360,afternoon
2011,Cassadaga,NY,US,fireball,420,astronomical dusk
2011,Appling,GA,US,fireball,30,night
2011,Stevens Point,WI,US,fireball,120,nautical dusk
2011,Newark,NJ,US,fireball,180,night
2011,Parkland,WA,US,fireball,900,NA
2011,Grand Junction,CO,US,fireball,240,afternoon
2011,Lincoln City,OR,US,fireball,240,astronomical dusk
2011,Lake Bluff,IL,US,fireball,30,night
2011,Desert Hot Springs,CA,US,fireball,30,night
2011,Burley,ID,US,fireball,1800,night
2011,Lansing,MI,US,fireball,3,night
2011,Manhattan,IL,US,fireball,600,night
2010,Thomasville,NC,US,fireball,600,night
2010,Tucson,AZ,US,fireball,120,nautical dawn
2010,Henderson,NV,US,fireball,0,astronomical dusk
2010,Rochester,NY,US,fireball,600,night
2010,Weaverville,CA,US,fireball,86400,night
2010,Portland,OR,US,fireball,300,astronomical dusk
2010,Blue Springs,MO,US,fireball,600,astronomical dusk
2010,Cortland,NY,US,fireball,300,night
2010,Milford,NE,US,fireball,1800,nautical dusk
2010,Lombard,IL,US,fireball,86400,civil dusk
2010,Rutherford,NJ,US,fireball,30,night
2010,Houston,TX,US,fireball,420,afternoon
2010,Fond du Lac,WI,US,fireball,900,night
2010,Metairie,LA,US,fireball,180,night
2010,Fort Myers,FL,US,fireball,15,night
2009,Bloomington,IN,US,fireball,3,night
2009,Beloit,WI,US,fireball,600,night
2009,Doncaster,ENG,GB,fireball,300,night
2009,Cincinnati,OH,US,fireball,120,night
2009,Akron,OH,US,fireball,360,night
2009,Peebles,OH,US,fireball,30,astronomical dawn
2009,Winterport,ME,US,fireball,600,night
2009,Manchester,ENG,GB,fireball,180,night
2009,Birmingham,ENG,GB,fireball,300,night
2008,Reading,ENG,GB,fireball,180,night
2008,Maumelle,AR,US,fireball,180,nautical dusk
2008,Anderson,IN,US,fireball,900,night
2008,Pewee Valley,KY,US,fireball,180,morning
2008,Bloomington,MN,US,fireball,15,civil dusk
2008,Berlin,Berlin,DE,fireball,60,nautical dusk
2008,Beverly,MA,US,fireball,360,night
2008,Margate,FL,US,fireball,10,night
2008,Saint Augustine,FL,US,fireball,300,night
2008,Santa Fe,NM,US,fireball,300,nautical dusk
2008,Yuma,AZ,US,fireball,1800,astronomical dusk
2007,North Las Vegas,NV,US,fireball,4,night
2007,Middle Island,NY,US,fireball,2,night
2007,Loogootee,IN,US,fireball,300,astronomical dusk
2007,Fort Davis,TX,US,fireball,240,afternoon
2007,Hutchinson,KS,US,fireball,1200,night
2007,Lawton,OK,US,fireball,7,night
2007,Toronto,ON,CA,fireball,5,nautical dusk
2007,Frankfort,IN,US,fireball,900,nautical dusk
2007,Seattle,WA,US,fireball,30,night
2006,Dalton,GA,US,fireball,10,night
2006,Long Beach,CA,US,fireball,60,night
2006,Lakewood,CA,US,fireball,240,night
2006,Los Angeles,CA,US,fireball,8,night
2006,Columbia,MD,US,fireball,20,nautical dusk
2006,East Brunswick,NJ,US,fireball,20,night
2006,Alexandria,VA,US,fireball,2,night
2006,Castle Rock,WA,US,fireball,15,civil dawn
2005,Spokane,WA,US,fireball,15,night
2005,North Hollywood,CA,US,fireball,3,night
2005,Charlottesville,VA,US,fireball,10,night
2005,Tucson,AZ,US,fireball,15,astronomical dusk
2005,Steger,IL,US,fireball,25,night
2005,Selinsgrove,PA,US,fireball,20,night
2005,Napa,CA,US,fireball,60,night
2005,Woodward,OK,US,fireball,5,morning
2005,Los Angeles,CA,US,fireball,10,night
2004,Lancaster,OH,US,fireball,5,night
2004,Dunstable,ENG,GB,fireball,300,night
2004,Temple City,CA,US,fireball,1,astronomical dusk
2004,New York City,NY,US,fireball,1,astronomical dusk
2004,Westminster,CO,US,fireball,26,night
2004,New Port Richey,FL,US,fireball,120,afternoon
2004,Central Islip,NY,US,fireball,20,night
2004,Bolivar,MO,US,fireball,60,night
2003,North Las Vegas,NV,US,fireball,3,night
2003,Poulsbo,WA,US,fireball,10,night
2003,Swannanoa,NC,US,fireball,4,astronomical dusk
2003,Sarasota,FL,US,fireball,600,night
2003,Nacogdoches,TX,US,fireball,5,night
2003,Rotterdam,South Holland,NL,fireball,360,NA
2003,Antioch,CA,US,fireball,420,night
2003,Skudai,Johor,MY,fireball,180,afternoon
2002,Charleston,SC,US,fireball,5,night
2002,Cocoa Beach,FL,US,fireball,86400,night
2002,Honolulu,HI,US,fireball,2,night
2002,Ocean City,MD,US,fireball,86400,night
2002,Waukesha,WI,US,fireball,10,morning
2002,Lake Elsinore,CA,US,fireball,60,morning
2002,Mississauga,ON,CA,fireball,300,night
2002,Orem,UT,US,fireball,45,night
2001,Crown Point,IN,US,fireball,1200,afternoon
2001,Federal Way,WA,US,fireball,600,civil dawn
2001,Vassalboro,ME,US,fireball,300,night
2001,Fort Lauderdale,FL,US,fireball,5,night
2001,Des Moines,IA,US,fireball,10,night
2001,Meridian,TX,US,fireball,120,night
2001,Elk City,OK,US,fireball,30,night
2001,Dubois,WY,US,fireball,2,night
2000,Pine Mountain,GA,US,fireball,900,night
2000,Perry,MI,US,fireball,15,night
2000,Scottsdale,AZ,US,fireball,5,night
2000,Sedona,AZ,US,fireball,30,night
2000,Lubbock,TX,US,fireball,1800,astronomical dusk
2000,Port Washington,WI,US,fireball,60,night
2000,Sallisaw,OK,US,fireball,30,night
2000,Pima,AZ,US,fireball,300,night
2000,Murrieta,CA,US,fireball,3,night
1999,Bellflower,CA,US,fireball,120,night
1999,Lebanon,OH,US,fireball,10,night
1999,Aurora,IL,US,fireball,10,astronomical dusk
1999,Albany,NY,US,fireball,240,afternoon
1999,Wilsonville,OR,US,fireball,3,night
1999,Manasota Key,FL,US,fireball,60,night
1999,Rawlins,WY,US,fireball,2,night
1999,Oldsmar,FL,US,fireball,3,nautical dusk
1999,Wheeling,WV,US,fireball,5,night
1999,North Pole,AK,US,fireball,45,night
1999,Vancouver,WA,US,fireball,10,night
1998,Medina,OH,US,fireball,10,night
1998,Waverly,NE,US,fireball,3,night
1998,Kelowna,BC,CA,fireball,2,night
1998,Savannah,GA,US,fireball,5,night
1998,New York City,NY,US,fireball,420,night
1998,Bellevue,WA,US,fireball,10,night
1998,Perryville,MO,US,fireball,120,morning
1998,Overland Park,KS,US,fireball,3,afternoon
1998,Tacoma,WA,US,fireball,300,astronomical dusk
1997,Ocala,FL,US,fireball,10,night
1997,Las Cruces,NM,US,fireball,300,night
1996,Ann Arbor,MI,US,fireball,5,night
1995,Sion Mills,NIR,GB,fireball,1,NA
1994,Liberty,KY,US,fireball,900,night
1992,Memphis,TN,US,fireball,600,morning
1988,Melbourne,Victoria,AU,fireball,600,night
1983,Jackson,MI,US,fireball,300,astronomical dusk
1978,New Britain,CT,US,fireball,15,night
1975,Fresno,CA,US,fireball,30,morning
1973,Hampton,AR,US,fireball,30,night
1965,Rocky River,OH,US,fireball,4,civil dusk
